date,restaurant_id,restaurant_type,menu_item_name,meal_type,key_ingredients_tags,typical_ingredient_cost,observed_market_price,actual_selling_price,quantity_sold,has_promotion,special_event,weather_condition
3/20/2024,18,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.87,3.31,84,FALSE,FALSE,Cloudy
3/20/2024,1,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,1.96,2.94,397,FALSE,FALSE,Sunny
3/21/2024,17,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,11.74,16.13,30,FALSE,FALSE,Cloudy
3/21/2024,40,Food Stall,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,2.22,1.62,1037,TRUE,FALSE,Sunny
3/21/2024,14,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,7.05,9.68,360,FALSE,TRUE,Rainy
3/21/2024,18,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7,13.63,30.94,0,FALSE,FALSE,Cloudy
3/21/2024,33,Cafe,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9,30.91,37.96,22,TRUE,FALSE,Cloudy
3/21/2024,49,Kopitiam,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.41,6.82,721,TRUE,FALSE,Rainy
3/21/2024,37,Food Stall,Chicken Rice,Dinner,"chicken, rice, ginger, garlic, chili sauce, cucumber",4,8.87,13.02,139,FALSE,FALSE,Rainy
3/21/2024,5,Cafe,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9,33.47,54.03,17,FALSE,FALSE,Cloudy
3/21/2024,4,Cafe,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2,7.35,10.09,31,FALSE,FALSE,Cloudy
3/21/2024,50,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7,16.43,21.26,224,TRUE,FALSE,Sunny
3/21/2024,19,Casual Dining,Char Kway Teow,Dinner,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5,15.6,28.48,238,FALSE,TRUE,Cloudy
3/21/2024,22,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.89,2.67,204,FALSE,FALSE,Rainy
3/21/2024,20,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.37,12.65,311,FALSE,FALSE,Rainy
3/21/2024,48,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,7.77,8.52,595,TRUE,FALSE,Cloudy
3/21/2024,2,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7,16.42,23.72,145,FALSE,FALSE,Sunny
3/21/2024,1,Food Stall,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,5.62,8.87,79,FALSE,FALSE,Rainy
3/21/2024,44,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.6,8.26,468,FALSE,FALSE,Cloudy
3/21/2024,3,Cafe,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,8.32,10.11,262,FALSE,FALSE,Sunny
3/21/2024,31,Food Stall,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,1.89,2.82,644,FALSE,FALSE,Sunny
3/21/2024,31,Food Stall,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,1.84,2.28,585,FALSE,FALSE,Cloudy
3/21/2024,16,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.84,2.21,326,FALSE,FALSE,Sunny
3/21/2024,33,Cafe,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2,6.09,11.63,118,FALSE,FALSE,Rainy
3/22/2024,42,Fine Dining,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9,42.12,80.78,0,FALSE,FALSE,Sunny
3/22/2024,42,Fine Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8,41.39,66.6,8,FALSE,FALSE,Cloudy
3/22/2024,31,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,9.72,16.19,269,FALSE,FALSE,Cloudy
3/22/2024,32,Fine Dining,Iced Lemon Tea,Breakfast,"black tea, lemon, sugar syrup",1.2,4.99,8.62,231,FALSE,FALSE,Sunny
3/22/2024,8,Casual Dining,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,3.66,5.16,251,FALSE,FALSE,Cloudy
3/22/2024,30,Cafe,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.25,12.25,466,FALSE,FALSE,Sunny
3/22/2024,50,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.68,2.16,379,FALSE,FALSE,Rainy
3/22/2024,4,Cafe,Iced Lemon Tea,Dinner,"black tea, lemon, sugar syrup",1.2,4.39,3.04,378,TRUE,FALSE,Cloudy
3/22/2024,49,Kopitiam,Char Kway Teow,Dinner,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5,12.5,19.84,186,FALSE,FALSE,Sunny
3/22/2024,12,Cafe,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9,32.01,35.36,161,FALSE,FALSE,Rainy
3/22/2024,48,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,8.73,16.84,234,FALSE,FALSE,Sunny
3/22/2024,24,Casual Dining,Char Kway Teow,Dinner,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5,14.15,28.48,151,FALSE,FALSE,Sunny
3/22/2024,28,Fine Dining,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,5.68,6.82,338,FALSE,FALSE,Cloudy
3/22/2024,3,Cafe,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9,32.49,49.86,0,FALSE,FALSE,Sunny
3/22/2024,5,Cafe,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9,33.74,51.69,0,FALSE,FALSE,Cloudy
3/22/2024,22,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7,14.38,30.91,0,FALSE,FALSE,Rainy
3/22/2024,12,Cafe,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,13.54,19.95,39,FALSE,FALSE,Cloudy
3/22/2024,44,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,7.17,8.79,476,FALSE,FALSE,Sunny
3/22/2024,1,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2,3.92,6.98,282,FALSE,FALSE,Cloudy
3/22/2024,5,Cafe,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.71,9.98,902,TRUE,FALSE,Sunny
3/22/2024,28,Fine Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,17.79,26.42,30,FALSE,FALSE,Cloudy
3/22/2024,16,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.85,2.49,168,FALSE,FALSE,Sunny
3/22/2024,38,Fine Dining,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9,51.07,39.4,309,TRUE,FALSE,Cloudy
3/22/2024,5,Cafe,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,13.92,14.7,226,FALSE,FALSE,Rainy
3/22/2024,12,Cafe,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9,29.87,29.31,204,TRUE,FALSE,Rainy
3/22/2024,5,Cafe,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8,29.38,40.51,80,FALSE,FALSE,Sunny
3/23/2024,18,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.96,2.56,387,FALSE,FALSE,Sunny
3/23/2024,12,Cafe,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2,6.79,8.95,293,FALSE,FALSE,Rainy
3/23/2024,38,Fine Dining,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9,42.57,55.46,209,FALSE,FALSE,Sunny
3/23/2024,45,Food Stall,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,1.75,3.03,503,FALSE,FALSE,Sunny
3/23/2024,14,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2,4.39,5.42,331,FALSE,FALSE,Cloudy
3/23/2024,19,Casual Dining,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2,5.45,8.17,258,FALSE,FALSE,Cloudy
3/23/2024,2,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7,14.78,31.43,80,FALSE,FALSE,Sunny
3/23/2024,28,Fine Dining,Iced Lemon Tea,Lunch,"black tea, lemon, sugar syrup",1.2,5.62,8.08,369,FALSE,FALSE,Cloudy
3/23/2024,19,Casual Dining,Chicken Rice,Lunch,"chicken, rice, ginger, garlic, chili sauce, cucumber",4,11.09,21.61,329,FALSE,FALSE,Rainy
3/23/2024,18,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,2.05,2.24,905,TRUE,FALSE,Cloudy
3/23/2024,21,Casual Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,10.87,18.49,173,FALSE,FALSE,Cloudy
3/23/2024,34,Casual Dining,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,3.22,3.58,395,FALSE,FALSE,Rainy
3/23/2024,3,Cafe,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,3.17,3.69,626,FALSE,FALSE,Rainy
3/23/2024,23,Fine Dining,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,13.16,13.89,398,FALSE,FALSE,Sunny
3/23/2024,12,Cafe,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9,29.17,21.99,470,TRUE,FALSE,Sunny
3/23/2024,36,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.72,2.61,485,FALSE,FALSE,Sunny
3/23/2024,30,Cafe,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9,36.29,26.15,249,TRUE,FALSE,Rainy
3/23/2024,9,Casual Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8,27.12,46.93,168,FALSE,FALSE,Cloudy
3/23/2024,11,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,11.88,11.77,518,FALSE,TRUE,Rainy
3/23/2024,15,Food Stall,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9,19.09,28.84,198,FALSE,FALSE,Cloudy
3/23/2024,2,Food Stall,Roti Canai,Dinner,"flour, ghee, egg, water, curry",0.8,1.6,1.96,807,TRUE,FALSE,Rainy
3/23/2024,19,Casual Dining,Chicken Rice,Lunch,"chicken, rice, ginger, garlic, chili sauce, cucumber",4,13.31,21.46,346,FALSE,FALSE,Rainy
3/23/2024,9,Casual Dining,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8,24.68,47.18,75,FALSE,FALSE,Rainy
3/24/2024,40,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.63,9.01,607,FALSE,TRUE,Cloudy
3/24/2024,22,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7,16.21,20.83,115,TRUE,FALSE,Sunny
3/24/2024,33,Cafe,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8,28.66,37.42,153,FALSE,FALSE,Sunny
3/24/2024,25,Fine Dining,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8,36.6,50.94,296,FALSE,FALSE,Sunny
3/24/2024,13,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,1.92,2.29,653,FALSE,FALSE,Cloudy
3/24/2024,14,Food Stall,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9,17.85,28.11,58,TRUE,FALSE,Sunny
3/24/2024,44,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2,4.97,6.21,293,FALSE,FALSE,Cloudy
3/24/2024,3,Cafe,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.5,10.97,426,FALSE,FALSE,Sunny
3/24/2024,50,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7,15.69,26.52,163,FALSE,FALSE,Sunny
3/24/2024,6,Fine Dining,Iced Lemon Tea,Breakfast,"black tea, lemon, sugar syrup",1.2,6.03,8.63,336,FALSE,FALSE,Rainy
3/24/2024,47,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.28,7.33,587,FALSE,FALSE,Sunny
3/24/2024,2,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7,16.88,25.97,172,FALSE,FALSE,Cloudy
3/24/2024,29,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2,4,6.6,283,FALSE,FALSE,Cloudy
3/24/2024,32,Fine Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8,41.46,50.49,166,FALSE,FALSE,Cloudy
3/24/2024,26,Food Stall,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2,4.93,6.97,185,FALSE,FALSE,Cloudy
3/24/2024,9,Casual Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,9.65,17.01,205,FALSE,FALSE,Rainy
3/24/2024,45,Food Stall,Chicken Rice,Dinner,"chicken, rice, ginger, garlic, chili sauce, cucumber",4,7.99,15.66,0,FALSE,FALSE,Rainy
3/24/2024,30,Cafe,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9,30.36,38.89,149,FALSE,FALSE,Sunny
3/24/2024,14,Food Stall,Teh Tarik,Breakfast,"black tea, condensed milk, evaporated milk",0.9,1.62,2.91,596,FALSE,FALSE,Sunny
3/24/2024,34,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,7.29,13.44,432,FALSE,FALSE,Sunny
3/25/2024,47,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,9.37,13.34,305,FALSE,FALSE,Cloudy
3/25/2024,34,Casual Dining,Chicken Rice,Lunch,"chicken, rice, ginger, garlic, chili sauce, cucumber",4,11.06,18.73,213,FALSE,FALSE,Sunny
3/25/2024,18,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7,14.57,26.91,0,FALSE,FALSE,Rainy
3/25/2024,26,Food Stall,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9,16.35,34.42,155,FALSE,FALSE,Sunny
3/25/2024,33,Cafe,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8,25.36,35.15,172,FALSE,FALSE,Sunny
3/25/2024,8,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,7.18,12.91,392,FALSE,FALSE,Sunny
3/25/2024,19,Casual Dining,Chicken Rice,Dinner,"chicken, rice, ginger, garlic, chili sauce, cucumber",4,13.72,17,283,TRUE,FALSE,Sunny
3/25/2024,45,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,5.78,6.57,588,TRUE,FALSE,Sunny
3/25/2024,2,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7,17.46,25.19,270,FALSE,FALSE,Cloudy
3/25/2024,45,Food Stall,Chicken Rice,Dinner,"chicken, rice, ginger, garlic, chili sauce, cucumber",4,8.24,13.19,155,FALSE,FALSE,Sunny
3/25/2024,50,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7,16.3,25.35,269,FALSE,FALSE,Sunny
3/25/2024,23,Fine Dining,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8,40.96,60.11,7,FALSE,FALSE,Cloudy
3/25/2024,3,Cafe,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,8.38,11.18,276,FALSE,FALSE,Rainy
3/25/2024,13,Food Stall,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,5.36,7.6,387,FALSE,FALSE,Sunny
3/25/2024,19,Casual Dining,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,2.98,2.69,989,TRUE,FALSE,Cloudy
3/25/2024,32,Fine Dining,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8,41.16,37.61,215,TRUE,FALSE,Sunny
3/25/2024,11,Food Stall,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,2.09,2.27,856,TRUE,FALSE,Sunny
3/25/2024,50,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.74,2.07,409,FALSE,FALSE,Cloudy
3/25/2024,23,Fine Dining,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9,37.19,79.29,0,FALSE,FALSE,Sunny
3/25/2024,2,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.93,2.62,381,FALSE,FALSE,Sunny
3/25/2024,48,Casual Dining,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2,5.31,11.99,168,FALSE,FALSE,Cloudy
3/25/2024,10,Fine Dining,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,18.56,26.07,0,FALSE,FALSE,Rainy
3/25/2024,18,Food Stall,Roti Canai,Breakfast,"flour, ghee, egg, water, curry",0.8,1.91,2.85,336,FALSE,FALSE,Cloudy
3/25/2024,22,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7,14.09,24.73,107,FALSE,FALSE,Sunny
3/25/2024,49,Kopitiam,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2,4.62,7.39,285,FALSE,TRUE,Cloudy
3/25/2024,44,Food Stall,Laksa,Lunch,"rice noodles, fish broth, tamarind, shrimp paste, cucumber, mint",4.5,11.31,15.6,294,FALSE,FALSE,Sunny
3/25/2024,9,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,9.13,11.86,401,FALSE,FALSE,Sunny
3/25/2024,42,Fine Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,14.33,23.79,89,TRUE,FALSE,Sunny
3/25/2024,35,Food Stall,Char Kway Teow,Lunch,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5,10.55,16.34,152,FALSE,FALSE,Cloudy
3/26/2024,33,Cafe,Spaghetti Carbonara,Dinner,"spaghetti, eggs, cheese, beef bacon, black pepper",9,31.23,43.71,0,FALSE,FALSE,Rainy
3/26/2024,37,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2,4.6,7.9,78,FALSE,FALSE,Sunny
3/26/2024,34,Casual Dining,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2,6.74,8.34,280,FALSE,FALSE,Sunny
3/26/2024,26,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,5.21,8.54,359,FALSE,FALSE,Sunny
3/26/2024,37,Food Stall,Char Kway Teow,Lunch,"flat rice noodles, prawns, cockles, bean sprouts, chives, soy sauce",5,11.34,11.95,340,TRUE,FALSE,Sunny
3/26/2024,3,Cafe,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,7.77,13.02,175,FALSE,FALSE,Sunny
3/26/2024,29,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,1.96,2.76,380,FALSE,FALSE,Rainy
3/26/2024,19,Casual Dining,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2,5.99,11.39,238,FALSE,FALSE,Rainy
3/26/2024,7,Casual Dining,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,10.23,21.52,39,FALSE,FALSE,Sunny
3/26/2024,15,Food Stall,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,5.31,9.46,128,FALSE,FALSE,Sunny
3/26/2024,39,Casual Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9,31.72,47.04,37,FALSE,FALSE,Cloudy
3/26/2024,29,Food Stall,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2,3.8,6.92,299,FALSE,FALSE,Rainy
3/26/2024,29,Food Stall,Chicken Rice,Dinner,"chicken, rice, ginger, garlic, chili sauce, cucumber",4,10.06,16.77,96,FALSE,FALSE,Cloudy
3/26/2024,1,Food Stall,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,5.65,9.41,215,FALSE,FALSE,Cloudy
3/26/2024,15,Food Stall,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9,17.18,25.83,206,TRUE,FALSE,Sunny
3/26/2024,21,Casual Dining,Chicken Chop,Dinner,"chicken thigh, black pepper sauce, fries, coleslaw",8,22.68,41.5,145,FALSE,FALSE,Rainy
3/26/2024,5,Cafe,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,2.65,2.57,587,TRUE,FALSE,Rainy
3/26/2024,44,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,6.32,8.72,335,FALSE,FALSE,Sunny
3/26/2024,28,Fine Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9,54.48,60.69,229,FALSE,FALSE,Sunny
3/26/2024,9,Casual Dining,Cendol,Lunch,"rice flour jelly, coconut milk, palm sugar, red beans",2,5.35,11.08,225,FALSE,FALSE,Sunny
3/26/2024,44,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,7.35,10.96,213,FALSE,FALSE,Cloudy
3/26/2024,10,Fine Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8,40.62,61.85,58,FALSE,FALSE,Rainy
3/26/2024,43,Casual Dining,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,8.36,11.26,391,FALSE,FALSE,Sunny
3/27/2024,28,Fine Dining,Nasi Lemak,Breakfast,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,10.82,18.99,173,FALSE,FALSE,Sunny
3/27/2024,34,Casual Dining,Chicken Rice,Lunch,"chicken, rice, ginger, garlic, chili sauce, cucumber",4,11.44,18.13,354,FALSE,FALSE,Cloudy
3/27/2024,9,Casual Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8,23.21,25.78,251,TRUE,FALSE,Cloudy
3/27/2024,45,Food Stall,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,1.87,1.81,976,TRUE,FALSE,Sunny
3/27/2024,6,Fine Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,15.1,29.8,0,FALSE,FALSE,Cloudy
3/27/2024,12,Cafe,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,14.11,15.24,218,FALSE,FALSE,Sunny
3/27/2024,34,Casual Dining,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.67,4.23,222,FALSE,FALSE,Cloudy
3/27/2024,23,Fine Dining,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,17.95,25,329,FALSE,FALSE,Cloudy
3/27/2024,13,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,1.69,3.56,239,FALSE,FALSE,Cloudy
3/27/2024,7,Casual Dining,Chicken Chop,Lunch,"chicken thigh, black pepper sauce, fries, coleslaw",8,24.86,36.3,176,TRUE,FALSE,Sunny
3/27/2024,25,Fine Dining,Beef Rendang,Dinner,"beef, coconut milk, galangal, lemongrass, spices, chili",9,50.86,52.51,269,TRUE,FALSE,Sunny
3/27/2024,1,Food Stall,Kaya Toast Set,Breakfast,"white bread, kaya, butter, soft-boiled eggs",2.8,4.85,10.54,193,FALSE,FALSE,Rainy
3/27/2024,49,Kopitiam,Cendol,Dinner,"rice flour jelly, coconut milk, palm sugar, red beans",2,4.8,8.85,179,FALSE,FALSE,Rainy
3/27/2024,16,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7,15.52,26.78,191,FALSE,FALSE,Cloudy
3/27/2024,21,Casual Dining,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.48,4.39,216,FALSE,FALSE,Cloudy
3/27/2024,25,Fine Dining,Spaghetti Carbonara,Lunch,"spaghetti, eggs, cheese, beef bacon, black pepper",9,40,77.22,106,FALSE,FALSE,Rainy
3/27/2024,36,Food Stall,Tandoori Chicken,Dinner,"chicken, yogurt, tandoori masala, ginger, garlic",7,18.34,21.47,174,FALSE,FALSE,Rainy
3/27/2024,37,Food Stall,Chicken Rice,Lunch,"chicken, rice, ginger, garlic, chili sauce, cucumber",4,9.06,14.82,210,FALSE,FALSE,Rainy
3/27/2024,12,Cafe,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,11.33,16.46,131,FALSE,FALSE,Cloudy
3/27/2024,19,Casual Dining,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,3.01,4,444,FALSE,FALSE,Rainy
3/27/2024,28,Fine Dining,Beef Rendang,Lunch,"beef, coconut milk, galangal, lemongrass, spices, chili",9,46.54,54.47,186,FALSE,FALSE,Sunny
3/27/2024,21,Casual Dining,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,2.69,4.07,281,FALSE,FALSE,Sunny
3/27/2024,46,Casual Dining,Mushroom Soup,Dinner,"mushrooms, cream, onion, garlic, vegetable broth",3.5,11.62,19.84,204,FALSE,TRUE,Sunny
3/27/2024,40,Food Stall,Teh Tarik,Dinner,"black tea, condensed milk, evaporated milk",0.9,1.84,3.09,191,FALSE,FALSE,Sunny
3/27/2024,3,Cafe,Nasi Lemak,Lunch,"rice, coconut milk, sambal, anchovies, egg, peanuts",2.5,9.54,9.02,246,FALSE,FALSE,Sunny
3/27/2024,8,Casual Dining,Mushroom Soup,Lunch,"mushrooms, cream, onion, garlic, vegetable broth",3.5,10.39,17.22,152,FALSE,FALSE,Sunny
3/28/2024,17,Food Stall,Teh Tarik,Lunch,"black tea, condensed milk, evaporated milk",0.9,2.01,2.85,633,FALSE,FALSE,Sunny
